,Player,Pos,Age,Date,Lg,Tm,Unnamed: 7,Opp,Result,G#,Week,Day,Tgt,Rec,Rec Yds,Y/Rec,Rec TDs,Ctch%,Y/Tgt
223,Keelan Cole,WR,25.149,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,8,7,116,16.57,1,87.5,14.5
224,Amari Cooper,WR,24.09,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,10,10,116,11.6,0,100.0,11.6
225,Will Fuller,WR,24.153000000000002,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,9,8,113,14.13,1,88.9,12.56
226,DeAndre Hopkins,WR,26.101999999999997,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,11,6,110,18.33,1,54.5,10.0
227,Travis Kelce,TE,28.346,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,10,7,109,15.57,2,70.0,10.9
228,Golden Tate,WR,30.045,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,13,7,109,15.57,0,53.8,8.38
229,Christian McCaffrey,RB,22.101,9/16/2018,NFL,CAR,@,ATL,L 24-31,2,2,Sun,15,14,102,7.29,0,93.3,6.8
230,Sammy Watkins,WR,25.094,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,7,6,100,16.67,0,85.7,14.29
231,O.J. Howard,TE,23.301,9/16/2018,NFL,TAM,,PHI,W 27-21,2,2,Sun,4,3,96,32.0,1,75.0,24.0
232,Emmanuel Sanders,WR,31.183000000000003,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,4,4,96,24.0,0,100.0,24.0
233,Jimmy Graham,TE,31.296,9/16/2018,NFL,GNB,,MIN,T 29-29,2,2,Sun,8,6,95,15.83,0,75.0,11.88
234,Zach Ertz,TE,27.31,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,13,11,94,8.55,0,84.6,7.23
235,John Brown,WR,28.163,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,10,4,92,23.0,1,40.0,9.2
236,Quincy Enunwa,WR,26.108,9/16/2018,NFL,NYJ,,MIA,L 12-20,2,2,Sun,11,7,92,13.14,0,63.6,8.36
237,Chris Thompson,RB,27.331,9/16/2018,NFL,WAS,,IND,L 9-21,2,2,Sun,14,13,92,7.08,0,92.9,6.57
238,Tyler Boyd,WR,23.302,9/13/2018,NFL,CIN,,BAL,W 34-23,2,2,Thu,9,6,91,15.17,1,66.7,10.11
239,Tyreek Hill,WR,24.199,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,6,5,90,18.0,1,83.3,15.0
240,Kenny Golladay,WR,24.316999999999997,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,9,6,89,14.83,1,66.7,9.89
241,Michael Thomas,WR,25.197,9/16/2018,NFL,NOR,,CLE,W 21-18,2,2,Sun,13,12,89,7.42,2,92.3,6.85
242,Nelson Agholor,WR,25.115,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,12,8,88,11.0,1,66.7,7.33
243,Terrelle Pryor,WR,29.088,9/16/2018,NFL,NYJ,,MIA,L 12-20,2,2,Sun,8,4,84,21.0,0,50.0,10.5
244,Mike Evans,WR,25.026,9/16/2018,NFL,TAM,,PHI,W 27-21,2,2,Sun,12,10,83,8.3,1,83.3,6.92
245,T.Y. Hilton,WR,28.305999999999997,9/16/2018,NFL,IND,@,WAS,W 21-9,2,2,Sun,11,7,83,11.86,1,63.6,7.55
246,Allen Robinson,WR,25.024,9/17/2018,NFL,CHI,,SEA,W 24-17,2,2,Mon,14,10,83,8.3,0,71.4,5.93
247,Dede Westbrook,WR,24.299,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,5,4,82,20.5,1,80.0,16.4
248,Antonio Callaway,WR,21.25,9/16/2018,NFL,CLE,@,NOR,L 18-21,2,2,Sun,4,3,81,27.0,1,75.0,20.25
249,Robert Woods,WR,26.159000000000002,9/16/2018,NFL,LAR,,ARI,W 34-0,2,2,Sun,9,6,81,13.5,0,66.7,9.0
250,Saquon Barkley,RB,21.219,9/16/2018,NFL,NYG,@,DAL,L 13-20,2,2,Sun,16,14,80,5.71,0,87.5,5.0
251,Tavon Austin,WR,28.185,9/16/2018,NFL,DAL,,NYG,W 20-13,2,2,Sun,2,2,79,39.5,1,100.0,39.5
252,Devin Funchess,WR,24.118000000000002,9/16/2018,NFL,CAR,@,ATL,L 24-31,2,2,Sun,9,7,77,11.0,0,77.8,8.56
253,Bilal Powell,RB,29.324,9/16/2018,NFL,NYJ,,MIA,L 12-20,2,2,Sun,6,5,74,14.8,1,83.3,12.33
254,James White,RB,26.225,9/16/2018,NFL,NWE,@,JAX,L 20-31,2,2,Sun,8,7,73,10.43,0,87.5,9.13
255,Kyle Rudolph,TE,28.311,9/16/2018,NFL,MIN,@,GNB,T 29-29,2,2,Sun,8,7,72,10.29,0,87.5,9.0
256,A.J. Green,WR,30.044,9/13/2018,NFL,CIN,,BAL,W 34-23,2,2,Thu,9,5,69,13.8,3,55.6,7.67
257,Jarvis Landry,WR,25.291999999999998,9/16/2018,NFL,CLE,@,NOR,L 18-21,2,2,Sun,7,5,69,13.8,0,71.4,9.86
258,Keenan Allen,WR,26.142,9/16/2018,NFL,LAC,@,BUF,W 31-20,2,2,Sun,8,6,67,11.17,0,75.0,8.38
259,Antonio Brown,WR,30.068,9/16/2018,NFL,PIT,,KAN,L 37-42,2,2,Sun,17,9,67,7.44,0,52.9,3.94
260,Evan Engram,TE,24.014,9/16/2018,NFL,NYG,@,DAL,L 13-20,2,2,Sun,7,7,67,9.57,1,100.0,9.57
261,Dane Cruikshank,DB,23.142,9/16/2018,NFL,TEN,,HOU,W 20-17,2,2,Sun,1,1,66,66.0,1,100.0,66.0
262,Davante Adams,WR,25.266,9/16/2018,NFL,GNB,,MIN,T 29-29,2,2,Sun,12,8,64,8.0,1,66.7,5.33
263,Geronimo Allison,WR,24.241,9/16/2018,NFL,GNB,,MIN,T 29-29,2,2,Sun,6,6,64,10.67,0,100.0,10.67
264,Julio Jones,WR,29.225,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,9,5,64,12.8,0,55.6,7.11
265,Calvin Ridley,WR,23.27,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,5,4,64,16.0,1,80.0,12.8
266,Zay Jones,WR,23.17,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,3,2,63,31.5,0,66.7,21.0
267,Cooper Kupp,WR,25.093000000000004,9/16/2018,NFL,LAR,,ARI,W 34-0,2,2,Sun,6,6,63,10.5,0,100.0,10.5
268,Paul Richardson,WR,26.156,9/16/2018,NFL,WAS,,IND,L 9-21,2,2,Sun,6,4,63,15.75,0,66.7,10.5
269,Jarius Wright,WR,28.295,9/16/2018,NFL,CAR,@,ATL,L 24-31,2,2,Sun,7,5,62,12.4,1,71.4,8.86
270,Tyler Lockett,WR,25.354,9/17/2018,NFL,SEA,@,CHI,L 17-24,2,2,Mon,7,5,60,12.0,1,71.4,8.57
271,Austin Hooper,TE,23.316,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,5,5,59,11.8,1,100.0,11.8
272,Pierre Garcon,WR,32.039,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,4,4,57,14.25,0,100.0,14.25
273,Joshua Perkins,TE,25.041999999999998,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,6,4,57,14.25,0,66.7,9.5
274,Michael Crabtree,WR,30.364,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,10,5,56,11.2,0,50.0,5.6
275,Chris Godwin,WR,22.201,9/16/2018,NFL,TAM,,PHI,W 27-21,2,2,Sun,6,5,56,11.2,1,83.3,9.33
276,Corey Grant,RB,26.271,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,7,6,56,9.33,0,85.7,8.0
277,Corey Clement,RB,23.318,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,6,5,55,11.0,0,83.3,9.17
278,Alex Collins,RB,24.018,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,4,3,55,18.33,0,75.0,13.75
279,Corey Davis,WR,23.248,9/16/2018,NFL,TEN,,HOU,W 20-17,2,2,Sun,7,5,55,11.0,0,71.4,7.86
280,Ted Ginn,WR,33.157,9/16/2018,NFL,NOR,,CLE,W 21-18,2,2,Sun,7,4,55,13.75,0,57.1,7.86
281,Virgil Green,TE,30.044,9/16/2018,NFL,LAC,@,BUF,W 31-20,2,2,Sun,3,3,55,18.33,0,100.0,18.33
282,Jordan Reed,TE,28.075,9/16/2018,NFL,WAS,,IND,L 9-21,2,2,Sun,8,6,55,9.17,0,75.0,6.88
283,Marvin Jones,WR,28.188000000000002,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,9,4,54,13.5,1,44.4,6.0
284,Willie Snead,WR,25.331,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,8,5,54,10.8,0,62.5,6.75
285,Alvin Kamara,RB,23.053,9/16/2018,NFL,NOR,,CLE,W 21-18,2,2,Sun,6,6,53,8.83,0,100.0,8.83
286,Dalvin Cook,HB,23.037,9/16/2018,NFL,MIN,@,GNB,T 29-29,2,2,Sun,5,3,52,17.33,0,60.0,10.4
287,Odell Beckham,WR,25.315,9/16/2018,NFL,NYG,@,DAL,L 13-20,2,2,Sun,9,4,51,12.75,0,44.4,5.67
288,D.J. Moore,WR,21.155,9/16/2018,NFL,CAR,@,ATL,L 24-31,2,2,Sun,2,1,51,51.0,1,50.0,25.5
289,Jared Cook,TE,31.162,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,4,4,49,12.25,0,100.0,12.25
290,Jake Butt,TE,23.066999999999997,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,5,4,48,12.0,0,80.0,9.6
291,James Conner,RB,23.134,9/16/2018,NFL,PIT,,KAN,L 37-42,2,2,Sun,5,5,48,9.6,0,100.0,9.6
292,Tyrell Williams,LCB,26.215999999999998,9/16/2018,NFL,LAC,@,BUF,W 31-20,2,2,Sun,3,3,48,16.0,0,100.0,16.0
293,Rashard Higgins,WR,23.344,9/16/2018,NFL,CLE,@,NOR,L 18-21,2,2,Sun,7,5,47,9.4,0,71.4,6.71
294,Theo Riddick,RB,27.135,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,12,9,47,5.22,0,75.0,3.92
295,Bruce Ellington,WR,27.025,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,3,3,45,15.0,0,100.0,15.0
296,C.J. Uzomah,TE,25.241999999999997,9/13/2018,NFL,CIN,,BAL,W 34-23,2,2,Thu,4,3,45,15.0,0,75.0,11.25
297,Phillip Dorsett,WR,25.254,9/16/2018,NFL,NWE,@,JAX,L 20-31,2,2,Sun,7,5,44,8.8,0,71.4,6.29
298,Brandon Marshall,WR,34.178000000000004,9/17/2018,NFL,SEA,@,CHI,L 17-24,2,2,Mon,6,4,44,11.0,0,66.7,7.33
299,Seth Roberts,WR,27.206,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,3,3,43,14.33,1,100.0,14.33
300,Will Dissly,TE,22.070999999999998,9/17/2018,NFL,SEA,@,CHI,L 17-24,2,2,Mon,5,3,42,14.0,1,60.0,8.4
301,Chris Hogan,WR,29.326999999999998,9/16/2018,NFL,NWE,@,JAX,L 20-31,2,2,Sun,5,3,42,14.0,2,60.0,8.4
302,Cody Latimer,WR,25.340999999999998,9/16/2018,NFL,NYG,@,DAL,L 13-20,2,2,Sun,3,2,41,20.5,0,66.7,13.67
303,Kamar Aiken,WR,29.109,9/16/2018,NFL,PHI,@,TAM,L 21-27,2,2,Sun,6,5,39,7.8,0,83.3,6.5
304,Melvin Gordon,RB,25.156,9/16/2018,NFL,LAC,@,BUF,W 31-20,2,2,Sun,7,6,38,6.33,2,85.7,5.43
305,Josh Doctson,WR,25.287,9/16/2018,NFL,WAS,,IND,L 9-21,2,2,Sun,7,4,37,9.25,0,57.1,5.29
306,Albert Wilson,WR,26.066,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,5,3,37,12.33,1,60.0,7.4
307,Javorius Allen,RB,27.017,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,7,5,36,7.2,0,71.4,5.14
308,Jaron Brown,WR,28.252,9/17/2018,NFL,SEA,@,CHI,L 17-24,2,2,Mon,3,3,36,12.0,0,100.0,12.0
309,Jacob Hollister,WR,24.302,9/16/2018,NFL,NWE,@,JAX,L 20-31,2,2,Sun,3,3,35,11.67,0,100.0,11.67
310,Dante Pettis,WR,22.328000000000003,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,2,1,35,35.0,0,50.0,17.5
311,Donte Moncrief,WR,25.041,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,9,4,34,8.5,1,44.4,3.78
312,Jordan Howard,RB,23.319000000000003,9/17/2018,NFL,CHI,,SEA,W 24-17,2,2,Mon,4,3,33,11.0,0,75.0,8.25
313,Torrey Smith,WR,29.233,9/16/2018,NFL,CAR,@,ATL,L 24-31,2,2,Sun,7,3,33,11.0,1,42.9,4.71
314,Deonte Thompson,WR,29.214000000000002,9/16/2018,NFL,DAL,,NYG,W 20-13,2,2,Sun,5,4,33,8.25,0,80.0,6.6
315,Danny Amendola,WR,32.318000000000005,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,4,4,32,8.0,0,100.0,8.0
316,Alfred Morris,RB,29.278000000000002,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,2,2,32,16.0,0,100.0,16.0
317,Taywan Taylor,WR,23.198,9/16/2018,NFL,TEN,,HOU,W 20-17,2,2,Sun,4,3,32,10.67,1,75.0,8.0
318,Todd Gurley,HB,24.044,9/16/2018,NFL,LAR,,ARI,W 34-0,2,2,Sun,3,3,31,10.33,0,100.0,10.33
319,Maxx Williams,TE,24.154,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,3,3,31,10.33,0,100.0,10.33
320,Martavis Bryant,WR,26.27,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,4,4,30,7.5,0,100.0,7.5
321,Randall Cobb,WR,28.025,9/16/2018,NFL,GNB,,MIN,T 29-29,2,2,Sun,6,4,30,7.5,0,66.7,5.0
322,Robert Foster,WR,24.131999999999998,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,3,2,30,15.0,0,66.7,10.0
323,Taylor Gabriel,WR,27.212,9/17/2018,NFL,CHI,,SEA,W 24-17,2,2,Mon,7,4,30,7.5,0,57.1,4.29
324,Ryan Grant,WR,27.271,9/16/2018,NFL,IND,@,WAS,W 21-9,2,2,Sun,2,2,30,15.0,0,100.0,15.0
325,Marvin Hall,WR,25.159000000000002,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,1,1,30,30.0,0,100.0,30.0
326,Chris Herndon,TE,22.205,9/16/2018,NFL,NYJ,,MIA,L 12-20,2,2,Sun,4,2,30,15.0,0,50.0,7.5
327,Chris Ivory,RB,30.178,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,2,1,30,30.0,0,50.0,15.0
328,Jordy Nelson,WR,33.108000000000004,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,4,2,30,15.0,0,50.0,7.5
329,Adrian Peterson,RB,33.179,9/16/2018,NFL,WAS,,IND,L 9-21,2,2,Sun,3,3,30,10.0,0,100.0,10.0
330,Charles Clay,TE,29.215,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,3,2,29,14.5,0,66.7,9.67
331,LeSean McCoy,RB,30.066,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,4,4,29,7.25,0,100.0,7.25
332,Larry Fitzgerald,WR,35.016,9/16/2018,NFL,ARI,@,LAR,L 0-34,2,2,Sun,5,3,28,9.33,0,60.0,5.6
333,Robby Anderson,WR,25.13,9/16/2018,NFL,NYJ,,MIA,L 12-20,2,2,Sun,5,3,27,9.0,0,60.0,5.4
334,Jakeem Grant,WR,25.351,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,4,2,27,13.5,0,50.0,6.75
335,Christian Kirk,WR,21.302,9/16/2018,NFL,ARI,@,LAR,L 0-34,2,2,Sun,5,4,27,6.75,0,80.0,5.4
336,Mike Williams,WR,23.346999999999998,9/16/2018,NFL,LAC,@,BUF,W 31-20,2,2,Sun,2,2,27,13.5,1,100.0,13.5
337,Nick Boyle,TE,25.208000000000002,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,4,2,26,13.0,0,50.0,6.5
338,Eric Ebron,TE,25.159000000000002,9/16/2018,NFL,IND,@,WAS,W 21-9,2,2,Sun,4,3,26,8.67,1,75.0,6.5
339,Vance McDonald,TE,28.095,9/16/2018,NFL,PIT,,KAN,L 37-42,2,2,Sun,5,3,26,8.67,0,60.0,5.2
340,Tim Patrick,WR,24.296999999999997,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,2,1,26,26.0,0,50.0,13.0
341,Patrick DiMarco,FB,29.139,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,1,1,24,24.0,0,100.0,24.0
342,Sterling Shepard,WR,25.218000000000004,9/16/2018,NFL,NYG,@,DAL,L 13-20,2,2,Sun,5,3,24,8.0,0,60.0,4.8
343,Eric Tomlinson,TE,26.147,9/16/2018,NFL,NYJ,,MIA,L 12-20,2,2,Sun,2,1,24,24.0,0,50.0,12.0
344,Tyler Eifert,TE,28.005,9/13/2018,NFL,CIN,,BAL,W 34-23,2,2,Thu,4,2,23,11.5,0,50.0,5.75
345,Kerryon Johnson,RB,21.078000000000003,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,6,5,23,4.6,0,83.3,3.83
346,Jacquizz Rodgers,RB,28.221999999999998,9/16/2018,NFL,TAM,,PHI,W 27-21,2,2,Sun,3,3,23,7.67,0,100.0,7.67
347,Austin Seferian-Jenkins,TE,25.351999999999997,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,4,3,23,7.67,1,75.0,5.75
348,Laquon Treadwell,WR,23.094,9/16/2018,NFL,MIN,@,GNB,T 29-29,2,2,Sun,6,2,23,11.5,1,33.3,3.83
349,Nick Vannett,TE,25.195,9/17/2018,NFL,SEA,@,CHI,L 17-24,2,2,Mon,5,3,23,7.67,0,60.0,4.6
350,Garrett Celek,TE,30.11,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,2,2,22,11.0,1,100.0,11.0
351,George Kittle,TE,24.342,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,4,2,22,11.0,0,50.0,5.5
352,Niles Paul,TE,29.038,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,1,1,22,22.0,0,100.0,22.0
353,C.J. Prosise,RB,24.12,9/17/2018,NFL,SEA,@,CHI,L 17-24,2,2,Mon,3,3,22,7.33,0,100.0,7.33
354,Jordan Akins,TE,26.15,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,2,2,21,10.5,0,100.0,10.5
355,Matt Breida,RB,23.2,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,4,3,21,7.0,0,75.0,5.25
356,Austin Ekeler,RB,23.122,9/16/2018,NFL,LAC,@,BUF,W 31-20,2,2,Sun,3,3,21,7.0,0,100.0,7.0
357,Trey Burton,TE,26.323,9/17/2018,NFL,CHI,,SEA,W 24-17,2,2,Mon,4,4,20,5.0,1,100.0,5.0
358,Jack Doyle,TE,28.134,9/16/2018,NFL,IND,@,WAS,W 21-9,2,2,Sun,5,2,20,10.0,0,40.0,4.0
359,David Njoku,TE,22.068,9/16/2018,NFL,CLE,@,NOR,L 18-21,2,2,Sun,7,4,20,5.0,0,57.1,2.86
360,Kelvin Benjamin,WR,27.223000000000003,9/16/2018,NFL,BUF,,LAC,L 20-31,2,2,Sun,3,2,19,9.5,1,66.7,6.33
361,A.J. Derby,TE,26.361,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,2,1,19,19.0,1,50.0,9.5
362,Frank Gore,RB,35.125,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,1,1,19,19.0,0,100.0,19.0
363,Ryan Griffin,TE,28.248,9/16/2018,NFL,HOU,@,TEN,L 17-20,2,2,Sun,1,1,19,19.0,0,100.0,19.0
364,David Morgan,TE,25.12,9/16/2018,NFL,MIN,@,GNB,T 29-29,2,2,Sun,2,2,19,9.5,0,100.0,9.5
365,Roosevelt Nix,FB,26.17,9/16/2018,NFL,PIT,,KAN,L 37-42,2,2,Sun,1,1,19,19.0,0,100.0,19.0
366,Mohamed Sanu,WR,29.025,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,2,2,19,9.5,0,100.0,9.5
367,Ben Watson,TE,37.272,9/16/2018,NFL,NOR,,CLE,W 21-18,2,2,Sun,5,3,19,6.33,0,60.0,3.8
368,Tevin Coleman,RB,25.153000000000002,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,4,4,18,4.5,0,100.0,4.5
369,Cordarrelle Patterson,WR,27.183000000000003,9/16/2018,NFL,NWE,@,JAX,L 20-31,2,2,Sun,5,3,18,6.0,0,60.0,3.6
370,Tre'Quan Smith,WR,22.252,9/16/2018,NFL,NOR,,CLE,W 21-18,2,2,Sun,1,1,18,18.0,0,100.0,18.0
371,Demaryius Thomas,WR,30.265,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,11,5,18,3.6,0,45.5,1.64
372,Mark Andrews,TE,22.006999999999998,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,4,3,17,5.67,1,75.0,4.25
373,Tarik Cohen,RB,23.053,9/17/2018,NFL,CHI,,SEA,W 24-17,2,2,Mon,1,1,17,17.0,0,100.0,17.0
374,Chris Conley,WR,25.326,9/16/2018,NFL,KAN,@,PIT,W 42-37,2,2,Sun,2,2,17,8.5,1,100.0,8.5
375,Kenyan Drake,RB,24.233,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,4,4,17,4.25,0,100.0,4.25
376,Gerald Everett,TE,24.083000000000002,9/16/2018,NFL,LAR,,ARI,W 34-0,2,2,Sun,1,1,17,17.0,0,100.0,17.0
377,James O'Shaughnessy,TE,26.245,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,1,1,17,17.0,0,100.0,17.0
378,Chester Rogers,TE,24.247,9/16/2018,NFL,IND,@,WAS,W 21-9,2,2,Sun,3,3,17,5.67,0,100.0,5.67
379,Ricky Seals-Jones,TE,23.185,9/16/2018,NFL,ARI,@,LAR,L 0-34,2,2,Sun,6,4,17,4.25,0,66.7,2.83
380,Kenny Stills,WR,26.147,9/16/2018,NFL,MIA,@,NYJ,W 20-12,2,2,Sun,3,2,17,8.5,0,66.7,5.67
381,Giovani Bernard,HB,26.295,9/13/2018,NFL,CIN,,BAL,W 34-23,2,2,Thu,7,4,15,3.75,0,57.1,2.14
382,Chase Edmonds,RB,22.156,9/16/2018,NFL,ARI,@,LAR,L 0-34,2,2,Sun,5,5,15,3.0,0,100.0,3.0
383,Darren Fells,TE,32.147,9/16/2018,NFL,CLE,@,NOR,L 18-21,2,2,Sun,2,2,15,7.5,0,100.0,7.5
384,Rob Gronkowski,TE,29.125,9/16/2018,NFL,NWE,@,JAX,L 20-31,2,2,Sun,4,2,15,7.5,0,50.0,3.75
385,Michael Roberts,TE,24.131999999999998,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,1,1,15,15.0,1,100.0,15.0
386,Luke Stocker,TE,30.061,9/16/2018,NFL,TEN,,HOU,W 20-17,2,2,Sun,2,2,15,7.5,0,100.0,7.5
387,Tajae Sharpe,WR,23.267,9/16/2018,NFL,TEN,,HOU,W 20-17,2,2,Sun,2,1,14,14.0,0,50.0,7.0
388,Ryan Switzer,WR,23.316,9/16/2018,NFL,PIT,,KAN,L 37-42,2,2,Sun,2,1,14,14.0,0,50.0,7.0
389,James Washington,WR,22.166999999999998,9/16/2018,NFL,PIT,,KAN,L 37-42,2,2,Sun,5,1,14,14.0,1,20.0,2.8
390,Cole Beasley,WR,29.143,9/16/2018,NFL,DAL,,NYG,W 20-13,2,2,Sun,3,2,13,6.5,0,66.7,4.33
391,DJ Chark,WR,21.358,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,4,1,13,13.0,0,25.0,3.25
392,Kyle Juszczyk,FB,27.146,9/16/2018,NFL,SFO,,DET,W 30-27,2,2,Sun,4,3,13,4.33,0,75.0,3.25
393,Luke Willson,TE,28.244,9/16/2018,NFL,DET,@,SFO,L 27-30,2,2,Sun,1,1,13,13.0,0,100.0,13.0
394,T.J. Yeldon,RB,24.349,9/16/2018,NFL,JAX,,NWE,W 31-20,2,2,Sun,5,2,13,6.5,0,40.0,2.6
395,Keith Smith,FB,26.160999999999998,9/16/2018,NFL,OAK,@,DEN,L 19-20,2,2,Sun,3,2,12,6.0,0,66.7,4.0
396,Jamaal Williams,RB,23.166,9/16/2018,NFL,GNB,,MIN,T 29-29,2,2,Sun,4,3,12,4.0,0,75.0,3.0
397,Terrance Williams,WR,29.008000000000003,9/16/2018,NFL,DAL,,NYG,W 20-13,2,2,Sun,1,1,12,12.0,0,100.0,12.0
398,Wayne Gallman,RB,23.35,9/16/2018,NFL,NYG,@,DAL,L 13-20,2,2,Sun,1,1,11,11.0,0,100.0,11.0
399,Andy Janovich,FB,25.116,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,1,1,11,11.0,0,100.0,11.0
400,Tyler Kroft,TE,25.333000000000002,9/13/2018,NFL,CIN,,BAL,W 34-23,2,2,Thu,2,2,11,5.5,0,100.0,5.5
401,Anthony Miller,WR,23.343000000000004,9/17/2018,NFL,CHI,,SEA,W 24-17,2,2,Mon,3,2,11,5.5,1,66.7,3.67
402,Jeff Heuerman,TE,25.296,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,3,2,10,5.0,0,66.7,3.33
403,Logan Paulsen,TE,31.201999999999998,9/16/2018,NFL,ATL,,CAR,W 31-24,2,2,Sun,1,1,10,10.0,0,100.0,10.0
404,Ian Thomas,TE,22.101999999999997,9/16/2018,NFL,CAR,@,ATL,L 24-31,2,2,Sun,3,2,10,5.0,0,66.7,3.33
405,Ezekiel Elliott,RB,23.055999999999997,9/16/2018,NFL,DAL,,NYG,W 20-13,2,2,Sun,6,5,9,1.8,0,83.3,1.5
406,Allen Hurns,WR,26.308000000000003,9/16/2018,NFL,DAL,,NYG,W 20-13,2,2,Sun,2,1,9,9.0,0,50.0,4.5
407,Ty Montgomery,RB,25.237,9/16/2018,NFL,GNB,,MIN,T 29-29,2,2,Sun,2,1,9,9.0,0,50.0,4.5
408,Chris Moore,WR,25.089000000000002,9/13/2018,NFL,BAL,@,CIN,L 23-34,2,2,Thu,3,2,9,4.5,0,66.7,3.0
409,Courtland Sutton,WR,22.340999999999998,9/16/2018,NFL,DEN,,OAK,W 20-19,2,2,Sun,6,1,9,9.0,0,16.7,1.5
410,Jamison Crowder,WR,25.090999999999998,9/16/2018,NFL,WAS,,IND,L 9-21,2,2,Sun,4,2,8,4.0,0,50.0,2.0
411,Adam Humphries,WR,25.084,9/16/2018,NFL,TAM,,PHI,W 27-21,2,2,Sun,2,1,8,8.0,0,50.0,4.0
412,Rishard Matthews,WR,28.339000000000002,9/16/2018,NFL,TEN,,HOU,W 20-17,2,2,Sun,4,2,8,4.0,0,50.0,2.0
